time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
61.865,0.0131500993428022,-0.0487531949965425,0.00530926936358266,0.100100570157637,-0.406445107599752,0.22700240691588,-0.145607802394597,-0.126061381654069,0.00537554123729383,0.140851252702988,-0.230426030279607,0.0633836968527655
61.87,0.0132837489657667,-0.0482339882858518,0.00525169068099375,0.0997344891574334,-0.40537971469825,0.226556463293786,-0.146332135555933,-0.128396449614681,0.00578162064953946,0.14078950971171,-0.231112400048685,0.0636060596978653
61.875,0.0133410790138857,-0.0476721409236035,0.00519253890248713,0.0993189385619593,-0.404411642019606,0.226155943837859,-0.147119867106441,-0.130730796056106,0.00616233726313101,0.140682609115991,-0.231762814647954,0.0638265647269217
61.88,0.0133243757497277,-0.04706755425186,0.00513280829160591,0.0988601489995654,-0.403549711132767,0.225804643216261,-0.147963941474268,-0.133042229249844,0.00651338946450591,0.140538222732089,-0.232372538514636,0.0640437946269076
61.885,0.0132353771162853,-0.0464220362834693,0.0050734059325228,0.0983636889671795,-0.402802131552176,0.225506136942109,-0.148855642870218,-0.135307833652817,0.00683081848318511,0.140364091536556,-0.232938546896031,0.0642567004147072
61.89,0.0130752247798493,-0.0457393687180601,0.00501513394021932,0.0978344172367488,-0.402176259667703,0.225263669320677,-0.149784751470262,-0.137504301350244,0.0071110738637913,0.140167746196561,-0.233459284739427,0.0644645422386361
61.895,0.0128444660870467,-0.0450252975677155,0.00495867487726919,0.0972764713407611,-0.401678375174349,0.225080051564794,-0.150739711828618,-0.139608275791384,0.00735107350473,0.139956255340862,-0.233934375358181,0.0646668177746989
61.9,0.0125431075674782,-0.0442874459387325,0.00490458072051251,0.0966932928448295,-0.401313483055157,0.22495757404997,-0.151707808267786,-0.141596707294583,0.00754825801025919,0.139736012317987,-0.234364296215547,0.0648631826443654
61.905,0.0121707197229993,-0.0435351501918563,0.0048532656524431,0.0960876887096197,-0.401085148147215,0.224897935991039,-0.1526753442309,-0.143447219996174,0.00770063916645278,0.139512568850066,-0.23475004023219,0.065053367538762
61.91,0.0117265906710897,-0.042779223362399,0.00480500286590718,0.0954619264894035,-0.400995368018068,0.224902194984062,-0.15362782466385,-0.145138489630397,0.00780684235870558,0.139290521426674,-0.235092781153432,0.0652370967547813
61.915,0.0112099238256705,-0.0420316522932466,0.00475992546822178,0.0948178594795742,-0.401044488365035,0.224970737917407,-0.154550142200524,-0.146650630763243,0.00786614270631501,0.139073453647869,-0.235393560722076,0.0654140126371615
