run_family	training_mode	profile	detector	n	auroc_mean	auroc_std	best_signal_auroc_mean	best_signal_auroc_std	auroc_logit_mean	auroc_logit_std	auroc_aleatoric_mean	auroc_aleatoric_std	auroc_residual_mean	auroc_residual_std	auroc_forecast_mean	auroc_forecast_std	auroc_epistemic_mean	auroc_epistemic_std	auroc_staleness_mean	auroc_staleness_std	auroc_coherence_mean	auroc_coherence_std	auroc_drift_mean	auroc_drift_std
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/stuck_imu	1.0000	0.8563	0.0000	1.0000	0.0000	0.4887	0.0000	0.5045	0.0000	0.4643	0.0000	0.4650	0.0000	0.5009	0.0000	0.9967	0.0000	1.0000	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/encoder_dropout	1.0000	0.9471	0.0000	0.9191	0.0000	0.5935	0.0000	0.5194	0.0000	0.8969	0.0000	0.8833	0.0000	0.5717	0.0000	0.9191	0.0000	0.5000	0.0000	0.4753	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/imu_bias	1.0000	0.5029	0.0000	0.5298	0.0000	0.5298	0.0000	0.4588	0.0000	0.5060	0.0000	0.5060	0.0000	0.4781	0.0000	0.5008	0.0000	0.5000	0.0000	0.5124	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/insole_missing	1.0000	0.8699	0.0000	0.8959	0.0000	0.4769	0.0000	0.4718	0.0000	0.8959	0.0000	0.8711	0.0000	0.4337	0.0000	0.7794	0.0000	0.5000	0.0000	0.3882	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/packet_loss	1.0000	0.8628	0.0000	0.9047	0.0000	0.4997	0.0000	0.5001	0.0000	0.5006	0.0000	0.5077	0.0000	0.4962	0.0000	0.9047	0.0000	0.4760	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/packet_loss_burst	1.0000	0.7869	0.0000	0.8776	0.0000	0.4988	0.0000	0.5011	0.0000	0.5034	0.0000	0.5143	0.0000	0.4961	0.0000	0.8776	0.0000	0.0781	0.0000	0.5019	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/packet_loss_partial	1.0000	0.8789	0.0000	0.9988	0.0000	0.4997	0.0000	0.5002	0.0000	0.5011	0.0000	0.5074	0.0000	0.4958	0.0000	0.9062	0.0000	0.9988	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/sensor_delay	1.0000	0.7799	0.0000	0.9374	0.0000	0.4481	0.0000	0.5535	0.0000	0.5853	0.0000	0.5741	0.0000	0.4957	0.0000	0.4989	0.0000	0.9374	0.0000	0.5121	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/sensor_delay_jitter	1.0000	0.7767	0.0000	0.9234	0.0000	0.4487	0.0000	0.5556	0.0000	0.5943	0.0000	0.5830	0.0000	0.5017	0.0000	0.4987	0.0000	0.9234	0.0000	0.5127	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/train/stuck_imu	1.0000	0.9531	0.0000	1.0000	0.0000	0.4818	0.0000	0.5271	0.0000	0.6590	0.0000	0.6461	0.0000	0.5113	0.0000	0.9544	0.0000	1.0000	0.0000	0.4911	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/encoder_dropout	1.0000	0.9152	0.0000	0.9306	0.0000	0.6230	0.0000	0.5405	0.0000	0.8401	0.0000	0.8270	0.0000	0.5940	0.0000	0.9306	0.0000	0.4999	0.0000	0.4917	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/imu_bias	1.0000	0.5030	0.0000	0.5305	0.0000	0.5305	0.0000	0.4628	0.0000	0.5057	0.0000	0.5058	0.0000	0.4942	0.0000	0.5014	0.0000	0.4999	0.0000	0.5102	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/insole_missing	1.0000	0.8455	0.0000	0.8842	0.0000	0.5195	0.0000	0.4364	0.0000	0.8842	0.0000	0.8627	0.0000	0.4478	0.0000	0.8568	0.0000	0.4999	0.0000	0.3630	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/packet_loss	1.0000	0.8071	0.0000	0.9269	0.0000	0.4995	0.0000	0.5000	0.0000	0.5008	0.0000	0.5090	0.0000	0.4900	0.0000	0.9269	0.0000	0.4727	0.0000	0.5003	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/packet_loss_burst	1.0000	0.6826	0.0000	0.9022	0.0000	0.4985	0.0000	0.5012	0.0000	0.5040	0.0000	0.5158	0.0000	0.5051	0.0000	0.9022	0.0000	0.0839	0.0000	0.5025	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/packet_loss_partial	1.0000	0.8823	0.0000	0.9997	0.0000	0.4993	0.0000	0.5001	0.0000	0.5017	0.0000	0.5088	0.0000	0.5003	0.0000	0.9277	0.0000	0.9997	0.0000	0.5005	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/sensor_delay	1.0000	0.8324	0.0000	0.9529	0.0000	0.4579	0.0000	0.5426	0.0000	0.5825	0.0000	0.5735	0.0000	0.4944	0.0000	0.5014	0.0000	0.9529	0.0000	0.5110	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/sensor_delay_jitter	1.0000	0.8267	0.0000	0.9444	0.0000	0.4577	0.0000	0.5437	0.0000	0.5896	0.0000	0.5811	0.0000	0.4969	0.0000	0.5017	0.0000	0.9444	0.0000	0.5103	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/val/stuck_imu	1.0000	0.9343	0.0000	1.0000	0.0000	0.4931	0.0000	0.5219	0.0000	0.6523	0.0000	0.6407	0.0000	0.5164	0.0000	0.9530	0.0000	1.0000	0.0000	0.4916	0.0000
action	prob_aug_recon_fc	human_measured	ood_detection/clean	1.0000	0.7028	0.0000	0.7451	0.0000	0.6086	0.0000	0.6922	0.0000	0.7451	0.0000	0.7348	0.0000	0.7075	0.0000	0.5598	0.0000	0.5624	0.0000	0.6856	0.0000
baseline	det_noaug	human	fault_detection/test_id/encoder_dropout	3.0000	0.9451	0.0010	0.9459	0.0002	0.5332	0.1171	0.4185	0.2693					0.4034	0.0209	0.9459	0.0002	0.4999	0.0000	0.4825	0.0002
baseline	det_noaug	human	fault_detection/test_id/imu_bias	3.0000	0.5209	0.0182	0.5341	0.0185	0.5239	0.0268	0.4923	0.0455					0.5062	0.0051	0.5023	0.0001	0.4999	0.0001	0.5138	0.0005
baseline	det_noaug	human	fault_detection/test_id/insole_missing	3.0000	0.7731	0.0918	0.8581	0.0010	0.5473	0.2560	0.4506	0.2415					0.3127	0.0650	0.8581	0.0010	0.4999	0.0000	0.3183	0.0015
baseline	det_noaug	human	fault_detection/test_id/packet_loss	3.0000	0.9078	0.0263	0.9375	0.0005	0.4998	0.0003	0.5002	0.0004					0.4940	0.0105	0.9375	0.0005	0.4794	0.0046	0.5000	0.0001
baseline	det_noaug	human	fault_detection/test_id/packet_loss_burst	3.0000	0.8470	0.0654	0.9212	0.0017	0.4995	0.0006	0.5003	0.0009					0.4953	0.0180	0.9212	0.0017	0.0549	0.0043	0.5020	0.0007
baseline	det_noaug	human	fault_detection/test_id/packet_loss_partial	3.0000	0.9410	0.0021	1.0000	0.0000	0.4998	0.0003	0.5000	0.0001					0.4934	0.0086	0.9388	0.0003	1.0000	0.0000	0.5000	0.0003
baseline	det_noaug	human	fault_detection/test_id/sensor_delay	3.0000	0.7453	0.2151	0.9531	0.0000	0.4838	0.0113	0.5042	0.0176					0.4893	0.0114	0.4970	0.0000	0.9531	0.0000	0.5088	0.0001
baseline	det_noaug	human	fault_detection/test_id/sensor_delay_jitter	3.0000	0.7265	0.1999	0.9348	0.0096	0.4824	0.0102	0.5007	0.0152					0.5027	0.0042	0.4969	0.0008	0.9348	0.0096	0.5107	0.0034
baseline	det_noaug	human	fault_detection/test_id/stuck_imu	3.0000	0.9650	0.0003	1.0000	0.0000	0.4852	0.0136	0.5073	0.0353					0.5468	0.0106	0.9648	0.0002	1.0000	0.0000	0.4924	0.0005
baseline	det_noaug	human	fault_detection/test_ood/encoder_dropout	3.0000	0.9766	0.0037	0.9809	0.0004	0.4731	0.2009	0.4453	0.4052					0.2111	0.0083	0.9809	0.0004	0.5005	0.0001	0.4887	0.0002
baseline	det_noaug	human	fault_detection/test_ood/imu_bias	3.0000	0.5318	0.0258	0.5398	0.0326	0.5398	0.0326	0.4853	0.0563					0.4859	0.0109	0.5024	0.0002	0.4997	0.0001	0.5004	0.0002
baseline	det_noaug	human	fault_detection/test_ood/insole_missing	3.0000	0.7971	0.0684	0.8569	0.0255	0.4506	0.3182	0.4742	0.4047					0.2141	0.0545	0.8417	0.0013	0.5005	0.0001	0.2930	0.0021
baseline	det_noaug	human	fault_detection/test_ood/packet_loss	3.0000	0.9251	0.0338	0.9610	0.0032	0.4995	0.0001	0.5002	0.0005					0.4877	0.0194	0.9610	0.0032	0.4565	0.0052	0.5003	0.0006
baseline	det_noaug	human	fault_detection/test_ood/packet_loss_burst	3.0000	0.8676	0.0422	0.9195	0.0057	0.4996	0.0017	0.4987	0.0005					0.5049	0.0114	0.9195	0.0057	0.0535	0.0120	0.5008	0.0017
baseline	det_noaug	human	fault_detection/test_ood/packet_loss_partial	3.0000	0.9753	0.0135	0.9999	0.0001	0.5000	0.0003	0.4997	0.0003					0.5012	0.0137	0.9600	0.0016	0.9999	0.0001	0.5003	0.0003
baseline	det_noaug	human	fault_detection/test_ood/sensor_delay	3.0000	0.7910	0.2534	0.9890	0.0000	0.4888	0.0320	0.5023	0.0253					0.4707	0.0135	0.4983	0.0001	0.9890	0.0000	0.5044	0.0002
baseline	det_noaug	human	fault_detection/test_ood/sensor_delay_jitter	3.0000	0.7601	0.2256	0.9632	0.0101	0.4844	0.0327	0.5002	0.0246					0.4867	0.0133	0.4986	0.0010	0.9632	0.0101	0.5040	0.0019
baseline	det_noaug	human	fault_detection/test_ood/stuck_imu	3.0000	0.9971	0.0001	1.0000	0.0000	0.4850	0.0121	0.4985	0.0050					0.5031	0.0343	0.9971	0.0001	1.0000	0.0000	0.4997	0.0003
baseline	det_noaug	human	fault_detection/train/encoder_dropout	3.0000	0.9374	0.0004	0.9376	0.0005	0.5102	0.1241	0.4091	0.2730					0.3836	0.0095	0.9376	0.0005	0.5000	0.0000	0.4597	0.0005
baseline	det_noaug	human	fault_detection/train/imu_bias	3.0000	0.5148	0.0132	0.5329	0.0131	0.5211	0.0243	0.4861	0.0515					0.4924	0.0071	0.5010	0.0000	0.4999	0.0000	0.5185	0.0005
baseline	det_noaug	human	fault_detection/train/insole_missing	3.0000	0.7380	0.0680	0.8020	0.0008	0.5169	0.2298	0.4322	0.2554					0.3243	0.0442	0.8020	0.0008	0.5000	0.0000	0.3675	0.0013
baseline	det_noaug	human	fault_detection/train/packet_loss	3.0000	0.8956	0.0144	0.9116	0.0003	0.4998	0.0001	0.5000	0.0002					0.4962	0.0024	0.9116	0.0003	0.4748	0.0011	0.5002	0.0000
baseline	det_noaug	human	fault_detection/train/packet_loss_burst	3.0000	0.8428	0.0343	0.8837	0.0011	0.4994	0.0003	0.5000	0.0007					0.5008	0.0035	0.8837	0.0011	0.0800	0.0018	0.5028	0.0006
baseline	det_noaug	human	fault_detection/train/packet_loss_partial	3.0000	0.9188	0.0047	0.9988	0.0001	0.4998	0.0001	0.5000	0.0002					0.5006	0.0021	0.9135	0.0007	0.9988	0.0001	0.5001	0.0001
baseline	det_noaug	human	fault_detection/train/sensor_delay	3.0000	0.6953	0.1702	0.9374	0.0000	0.4823	0.0061	0.4935	0.0197					0.4789	0.0027	0.4988	0.0000	0.9374	0.0000	0.5152	0.0001
baseline	det_noaug	human	fault_detection/train/sensor_delay_jitter	3.0000	0.6847	0.1608	0.9203	0.0023	0.4793	0.0067	0.4924	0.0199					0.4874	0.0057	0.4989	0.0002	0.9203	0.0023	0.5160	0.0006
baseline	det_noaug	human	fault_detection/train/stuck_imu	3.0000	0.9665	0.0005	1.0000	0.0000	0.4659	0.0073	0.4955	0.0242					0.5301	0.0018	0.9661	0.0003	1.0000	0.0000	0.4872	0.0004
baseline	det_noaug	human	fault_detection/val/encoder_dropout	3.0000	0.9099	0.0211	0.9343	0.0004	0.5454	0.1207	0.3930	0.2303					0.4247	0.0155	0.9343	0.0004	0.5000	0.0000	0.4791	0.0005
baseline	det_noaug	human	fault_detection/val/imu_bias	3.0000	0.5185	0.0167	0.5332	0.0176	0.5231	0.0255	0.4824	0.0594					0.4931	0.0070	0.5014	0.0002	0.5000	0.0000	0.5135	0.0006
baseline	det_noaug	human	fault_detection/val/insole_missing	3.0000	0.7780	0.0819	0.8623	0.0009	0.5763	0.2498	0.3890	0.1803					0.3023	0.0417	0.8623	0.0009	0.5000	0.0000	0.3122	0.0014
baseline	det_noaug	human	fault_detection/val/packet_loss	3.0000	0.8469	0.0632	0.9197	0.0013	0.4996	0.0001	0.4997	0.0002					0.4999	0.0037	0.9197	0.0013	0.4784	0.0052	0.5003	0.0006
baseline	det_noaug	human	fault_detection/val/packet_loss_burst	3.0000	0.7944	0.0896	0.8986	0.0009	0.4993	0.0004	0.5000	0.0011					0.5029	0.0069	0.8986	0.0009	0.0791	0.0056	0.5050	0.0013
baseline	det_noaug	human	fault_detection/val/packet_loss_partial	3.0000	0.9355	0.0116	0.9997	0.0001	0.4997	0.0002	0.5000	0.0007					0.4980	0.0038	0.9222	0.0005	0.9997	0.0001	0.5003	0.0003
baseline	det_noaug	human	fault_detection/val/sensor_delay	3.0000	0.7383	0.2055	0.9529	0.0000	0.4831	0.0061	0.5078	0.0179					0.4886	0.0059	0.5009	0.0001	0.9529	0.0000	0.5136	0.0001
baseline	det_noaug	human	fault_detection/val/sensor_delay_jitter	3.0000	0.7131	0.1841	0.9333	0.0081	0.4801	0.0072	0.5053	0.0110					0.4922	0.0043	0.5008	0.0004	0.9333	0.0081	0.5131	0.0021
baseline	det_noaug	human	fault_detection/val/stuck_imu	3.0000	0.9547	0.0004	1.0000	0.0000	0.4772	0.0123	0.4815	0.0146					0.5359	0.0030	0.9543	0.0002	1.0000	0.0000	0.4879	0.0003
baseline	det_noaug	human	ood_detection/clean	3.0000	0.6261	0.0549	0.7402	0.0098	0.4979	0.0779	0.4829	0.2444					0.7402	0.0098	0.5564	0.0001	0.5624	0.0001	0.6658	0.0001
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/encoder_dropout	1.0000	0.9437	0.0000	0.9459	0.0000	0.6505	0.0000	0.4627	0.0000	0.8422	0.0000	0.8278	0.0000	0.6199	0.0000	0.9459	0.0000	0.4999	0.0000	0.4824	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/imu_bias	1.0000	0.5031	0.0000	0.5315	0.0000	0.5315	0.0000	0.4558	0.0000	0.5069	0.0000	0.5064	0.0000	0.5007	0.0000	0.5021	0.0000	0.4999	0.0000	0.5141	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/insole_missing	1.0000	0.9136	0.0000	0.9287	0.0000	0.4267	0.0000	0.5364	0.0000	0.9287	0.0000	0.9145	0.0000	0.6049	0.0000	0.8586	0.0000	0.4999	0.0000	0.3199	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss	1.0000	0.8632	0.0000	0.9370	0.0000	0.4998	0.0000	0.4999	0.0000	0.5007	0.0000	0.5070	0.0000	0.5000	0.0000	0.9370	0.0000	0.4809	0.0000	0.5000	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_burst	1.0000	0.7342	0.0000	0.9173	0.0000	0.4987	0.0000	0.5010	0.0000	0.5029	0.0000	0.5130	0.0000	0.5021	0.0000	0.9173	0.0000	0.0460	0.0000	0.5007	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_partial	1.0000	0.9094	0.0000	1.0000	0.0000	0.4994	0.0000	0.5002	0.0000	0.5016	0.0000	0.5072	0.0000	0.4999	0.0000	0.9389	0.0000	1.0000	0.0000	0.4996	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay	1.0000	0.8697	0.0000	0.9531	0.0000	0.4331	0.0000	0.5680	0.0000	0.5978	0.0000	0.5884	0.0000	0.5314	0.0000	0.4971	0.0000	0.9531	0.0000	0.5089	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay_jitter	1.0000	0.8627	0.0000	0.9452	0.0000	0.4326	0.0000	0.5698	0.0000	0.6041	0.0000	0.5961	0.0000	0.5363	0.0000	0.4972	0.0000	0.9452	0.0000	0.5077	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_id/stuck_imu	1.0000	0.9594	0.0000	1.0000	0.0000	0.4864	0.0000	0.5431	0.0000	0.6516	0.0000	0.6416	0.0000	0.5588	0.0000	0.9650	0.0000	1.0000	0.0000	0.4921	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/encoder_dropout	1.0000	0.8819	0.0000	0.9813	0.0000	0.6467	0.0000	0.3857	0.0000	0.6191	0.0000	0.6108	0.0000	0.5588	0.0000	0.9813	0.0000	0.5004	0.0000	0.4885	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/imu_bias	1.0000	0.5059	0.0000	0.5304	0.0000	0.5304	0.0000	0.4658	0.0000	0.5091	0.0000	0.5082	0.0000	0.5043	0.0000	0.5028	0.0000	0.4996	0.0000	0.5007	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/insole_missing	1.0000	0.8201	0.0000	0.8427	0.0000	0.4514	0.0000	0.4760	0.0000	0.8000	0.0000	0.7762	0.0000	0.5260	0.0000	0.8427	0.0000	0.5004	0.0000	0.2951	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss	1.0000	0.8009	0.0000	0.9642	0.0000	0.4998	0.0000	0.4995	0.0000	0.5002	0.0000	0.5068	0.0000	0.4999	0.0000	0.9642	0.0000	0.4585	0.0000	0.5006	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_burst	1.0000	0.7765	0.0000	0.9196	0.0000	0.4994	0.0000	0.5003	0.0000	0.5009	0.0000	0.5084	0.0000	0.5026	0.0000	0.9196	0.0000	0.0572	0.0000	0.5030	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/packet_loss_partial	1.0000	0.8170	0.0000	1.0000	0.0000	0.4992	0.0000	0.4997	0.0000	0.5004	0.0000	0.5063	0.0000	0.4991	0.0000	0.9615	0.0000	1.0000	0.0000	0.4999	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay	1.0000	0.7733	0.0000	0.9890	0.0000	0.4817	0.0000	0.5143	0.0000	0.5390	0.0000	0.5336	0.0000	0.5125	0.0000	0.4983	0.0000	0.9890	0.0000	0.5049	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/sensor_delay_jitter	1.0000	0.7578	0.0000	0.9491	0.0000	0.4846	0.0000	0.5135	0.0000	0.5438	0.0000	0.5399	0.0000	0.5168	0.0000	0.4992	0.0000	0.9491	0.0000	0.5059	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/test_ood/stuck_imu	1.0000	0.8481	0.0000	1.0000	0.0000	0.4805	0.0000	0.5095	0.0000	0.4728	0.0000	0.4703	0.0000	0.5133	0.0000	0.9972	0.0000	1.0000	0.0000	0.4997	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/encoder_dropout	1.0000	0.9411	0.0000	0.9379	0.0000	0.5986	0.0000	0.4977	0.0000	0.8700	0.0000	0.8569	0.0000	0.6486	0.0000	0.9379	0.0000	0.5000	0.0000	0.4596	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/imu_bias	1.0000	0.5033	0.0000	0.5278	0.0000	0.5278	0.0000	0.4570	0.0000	0.5067	0.0000	0.5063	0.0000	0.5050	0.0000	0.5009	0.0000	0.5000	0.0000	0.5189	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/insole_missing	1.0000	0.8808	0.0000	0.8805	0.0000	0.4440	0.0000	0.5080	0.0000	0.8805	0.0000	0.8595	0.0000	0.5939	0.0000	0.8025	0.0000	0.5000	0.0000	0.3692	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/packet_loss	1.0000	0.8526	0.0000	0.9124	0.0000	0.4997	0.0000	0.5000	0.0000	0.5005	0.0000	0.5069	0.0000	0.5001	0.0000	0.9124	0.0000	0.4767	0.0000	0.5003	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/packet_loss_burst	1.0000	0.7676	0.0000	0.8840	0.0000	0.4986	0.0000	0.5011	0.0000	0.5030	0.0000	0.5128	0.0000	0.5025	0.0000	0.8840	0.0000	0.0788	0.0000	0.5023	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/packet_loss_partial	1.0000	0.8760	0.0000	0.9989	0.0000	0.4996	0.0000	0.5001	0.0000	0.5010	0.0000	0.5067	0.0000	0.5001	0.0000	0.9140	0.0000	0.9989	0.0000	0.5001	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/sensor_delay	1.0000	0.7989	0.0000	0.9374	0.0000	0.4321	0.0000	0.5705	0.0000	0.5890	0.0000	0.5800	0.0000	0.5329	0.0000	0.4987	0.0000	0.9374	0.0000	0.5153	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/sensor_delay_jitter	1.0000	0.7935	0.0000	0.9193	0.0000	0.4349	0.0000	0.5734	0.0000	0.5936	0.0000	0.5850	0.0000	0.5355	0.0000	0.4986	0.0000	0.9193	0.0000	0.5162	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/train/stuck_imu	1.0000	0.9553	0.0000	1.0000	0.0000	0.4839	0.0000	0.5435	0.0000	0.6528	0.0000	0.6425	0.0000	0.5502	0.0000	0.9663	0.0000	1.0000	0.0000	0.4871	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/encoder_dropout	1.0000	0.9111	0.0000	0.9345	0.0000	0.6219	0.0000	0.5265	0.0000	0.8200	0.0000	0.8071	0.0000	0.6246	0.0000	0.9345	0.0000	0.5000	0.0000	0.4791	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/imu_bias	1.0000	0.5021	0.0000	0.5330	0.0000	0.5330	0.0000	0.4592	0.0000	0.5036	0.0000	0.5034	0.0000	0.5006	0.0000	0.5016	0.0000	0.5000	0.0000	0.5140	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/insole_missing	1.0000	0.8586	0.0000	0.8760	0.0000	0.4773	0.0000	0.4588	0.0000	0.8760	0.0000	0.8574	0.0000	0.6091	0.0000	0.8627	0.0000	0.5000	0.0000	0.3141	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/packet_loss	1.0000	0.7811	0.0000	0.9210	0.0000	0.4996	0.0000	0.4999	0.0000	0.5001	0.0000	0.5076	0.0000	0.4999	0.0000	0.9210	0.0000	0.4787	0.0000	0.5002	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/packet_loss_burst	1.0000	0.6661	0.0000	0.9032	0.0000	0.4984	0.0000	0.5001	0.0000	0.5027	0.0000	0.5137	0.0000	0.5009	0.0000	0.9032	0.0000	0.0778	0.0000	0.5045	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/packet_loss_partial	1.0000	0.8778	0.0000	0.9996	0.0000	0.4996	0.0000	0.4997	0.0000	0.5017	0.0000	0.5082	0.0000	0.5005	0.0000	0.9221	0.0000	0.9996	0.0000	0.5005	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/sensor_delay	1.0000	0.8357	0.0000	0.9529	0.0000	0.4357	0.0000	0.5613	0.0000	0.5860	0.0000	0.5777	0.0000	0.5412	0.0000	0.5010	0.0000	0.9529	0.0000	0.5135	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/sensor_delay_jitter	1.0000	0.8290	0.0000	0.9458	0.0000	0.4366	0.0000	0.5600	0.0000	0.5907	0.0000	0.5831	0.0000	0.5372	0.0000	0.5005	0.0000	0.9458	0.0000	0.5105	0.0000
ensemble	prob_aug_recon_fc	human	fault_detection/val/stuck_imu	1.0000	0.9311	0.0000	1.0000	0.0000	0.4879	0.0000	0.5406	0.0000	0.6473	0.0000	0.6369	0.0000	0.5562	0.0000	0.9544	0.0000	1.0000	0.0000	0.4880	0.0000
ensemble	prob_aug_recon_fc	human	ood_detection/clean	1.0000	0.7342	0.0000	0.7186	0.0000	0.5083	0.0000	0.7186	0.0000	0.6852	0.0000	0.6754	0.0000	0.6969	0.0000	0.5563	0.0000	0.5624	0.0000	0.6660	0.0000
loso	prob_aug_recon_fc	human	fault_detection/test_id/encoder_dropout	15.0000	0.9222	0.0315	0.9411	0.0173	0.5842	0.0525	0.4160	0.0453	0.7691	0.0641	0.7537	0.0605	0.4971	0.0428	0.9411	0.0173	0.5000	0.0001	0.4594	0.0342
loso	prob_aug_recon_fc	human	fault_detection/test_id/imu_bias	15.0000	0.5031	0.0041	0.5330	0.0062	0.5327	0.0068	0.4513	0.0090	0.5037	0.0023	0.5035	0.0022	0.4976	0.0076	0.5017	0.0008	0.4998	0.0003	0.5183	0.0071
loso	prob_aug_recon_fc	human	fault_detection/test_id/insole_missing	15.0000	0.7425	0.0909	0.8283	0.0458	0.5088	0.0439	0.3765	0.0453	0.7472	0.0957	0.7271	0.0917	0.4100	0.0333	0.8209	0.0411	0.5000	0.0001	0.3571	0.0547
loso	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss	15.0000	0.8627	0.0732	0.9199	0.0229	0.4993	0.0004	0.4999	0.0004	0.5009	0.0005	0.5031	0.0009	0.5022	0.0087	0.9199	0.0229	0.4744	0.0109	0.4999	0.0004
loso	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_burst	15.0000	0.7968	0.1035	0.8940	0.0287	0.4985	0.0005	0.4999	0.0008	0.5030	0.0012	0.5058	0.0015	0.4992	0.0101	0.8940	0.0287	0.0730	0.0185	0.5028	0.0025
loso	prob_aug_recon_fc	human	fault_detection/test_id/packet_loss_partial	15.0000	0.9023	0.0398	0.9993	0.0020	0.4991	0.0004	0.5000	0.0003	0.5012	0.0004	0.5028	0.0007	0.5013	0.0096	0.9213	0.0238	0.9993	0.0020	0.5003	0.0005
loso	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay	15.0000	0.6770	0.1690	0.9445	0.0216	0.4528	0.0130	0.5202	0.0089	0.5407	0.0121	0.5360	0.0109	0.4764	0.0112	0.4989	0.0019	0.9445	0.0216	0.5149	0.0056
loso	prob_aug_recon_fc	human	fault_detection/test_id/sensor_delay_jitter	15.0000	0.6696	0.1616	0.9296	0.0215	0.4498	0.0142	0.5224	0.0091	0.5502	0.0130	0.5452	0.0118	0.4754	0.0089	0.4989	0.0019	0.9296	0.0215	0.5160	0.0062
loso	prob_aug_recon_fc	human	fault_detection/test_id/stuck_imu	15.0000	0.9519	0.0238	1.0000	0.0000	0.4644	0.0112	0.5317	0.0115	0.5843	0.0159	0.5757	0.0147	0.4904	0.0119	0.9642	0.0170	1.0000	0.0000	0.4878	0.0070
loso	prob_aug_recon_fc	human	fault_detection/test_ood/encoder_dropout	15.0000	0.9280	0.0696	0.9747	0.0196	0.5852	0.0639	0.3672	0.0415	0.6030	0.0812	0.5930	0.0774	0.4025	0.0653	0.9747	0.0196	0.4998	0.0005	0.4570	0.0413
loso	prob_aug_recon_fc	human	fault_detection/test_ood/imu_bias	15.0000	0.5060	0.0100	0.5447	0.0117	0.5447	0.0117	0.4559	0.0056	0.5065	0.0033	0.5066	0.0028	0.4898	0.0157	0.5021	0.0015	0.5000	0.0005	0.5040	0.0030
