run_family	training_mode	profile	detector	n	auroc_mean	auroc_std	best_signal_auroc_mean	best_signal_auroc_std	auroc_logit_mean	auroc_logit_std	auroc_aleatoric_mean	auroc_aleatoric_std	auroc_residual_mean	auroc_residual_std	auroc_forecast_mean	auroc_forecast_std	auroc_epistemic_mean	auroc_epistemic_std	auroc_staleness_mean	auroc_staleness_std	auroc_coherence_mean	auroc_coherence_std	auroc_drift_mean	auroc_drift_std
action	prob_aug_recon_fc	human_desired	fault_detection/val/packet_loss_burst	1.0000	0.6667	0.0000	0.8991	0.0000	0.4984	0.0000	0.5010	0.0000	0.5036	0.0000	0.5160	0.0000	0.5034	0.0000	0.8991	0.0000	0.0839	0.0000	0.5026	0.0000
action	prob_aug_recon_fc	human_desired	fault_detection/val/packet_loss_partial	1.0000	0.8745	0.0000	0.9997	0.0000	0.4994	0.0000	0.5005	0.0000	0.5014	0.0000	0.5091	0.0000	0.4876	0.0000	0.9248	0.0000	0.9997	0.0000	0.5007	0.0000
action	prob_aug_recon_fc	human_desired	fault_detection/val/sensor_delay	1.0000	0.8245	0.0000	0.9529	0.0000	0.4572	0.0000	0.5447	0.0000	0.5771	0.0000	0.5683	0.0000	0.4941	0.0000	0.5008	0.0000	0.9529	0.0000	0.5137	0.0000
action	prob_aug_recon_fc	human_desired	fault_detection/val/sensor_delay_jitter	1.0000	0.8193	0.0000	0.9444	0.0000	0.4576	0.0000	0.5440	0.0000	0.5876	0.0000	0.5783	0.0000	0.5040	0.0000	0.5010	0.0000	0.9444	0.0000	0.5121	0.0000
action	prob_aug_recon_fc	human_desired	fault_detection/val/stuck_imu	1.0000	0.9301	0.0000	1.0000	0.0000	0.4850	0.0000	0.5342	0.0000	0.6542	0.0000	0.6420	0.0000	0.5129	0.0000	0.9517	0.0000	1.0000	0.0000	0.4895	0.0000
action	prob_aug_recon_fc	human_desired	ood_detection/clean	1.0000	0.7093	0.0000	0.7487	0.0000	0.5454	0.0000	0.6697	0.0000	0.7487	0.0000	0.7397	0.0000	0.6693	0.0000	0.5630	0.0000	0.5624	0.0000	0.6785	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/encoder_dropout	1.0000	0.9441	0.0000	0.9383	0.0000	0.6068	0.0000	0.4760	0.0000	0.8622	0.0000	0.8474	0.0000	0.5219	0.0000	0.9383	0.0000	0.4999	0.0000	0.4961	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/imu_bias	1.0000	0.5006	0.0000	0.5326	0.0000	0.5326	0.0000	0.4640	0.0000	0.5066	0.0000	0.5063	0.0000	0.4930	0.0000	0.5020	0.0000	0.4999	0.0000	0.5115	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/insole_missing	1.0000	0.9364	0.0000	0.9672	0.0000	0.5276	0.0000	0.4906	0.0000	0.9672	0.0000	0.9570	0.0000	0.4818	0.0000	0.8359	0.0000	0.4999	0.0000	0.3586	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/packet_loss	1.0000	0.8810	0.0000	0.9391	0.0000	0.4995	0.0000	0.5000	0.0000	0.5008	0.0000	0.5087	0.0000	0.4955	0.0000	0.9391	0.0000	0.4820	0.0000	0.4999	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/packet_loss_burst	1.0000	0.7504	0.0000	0.9213	0.0000	0.4981	0.0000	0.5015	0.0000	0.5027	0.0000	0.5152	0.0000	0.4975	0.0000	0.9213	0.0000	0.0662	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/packet_loss_partial	1.0000	0.9190	0.0000	1.0000	0.0000	0.4995	0.0000	0.5002	0.0000	0.5011	0.0000	0.5084	0.0000	0.5070	0.0000	0.9406	0.0000	1.0000	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/sensor_delay	1.0000	0.8745	0.0000	0.9530	0.0000	0.4585	0.0000	0.5502	0.0000	0.5997	0.0000	0.5880	0.0000	0.4951	0.0000	0.4974	0.0000	0.9530	0.0000	0.5081	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/sensor_delay_jitter	1.0000	0.8625	0.0000	0.9366	0.0000	0.4599	0.0000	0.5498	0.0000	0.6139	0.0000	0.6028	0.0000	0.5129	0.0000	0.4974	0.0000	0.9366	0.0000	0.5103	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_id/stuck_imu	1.0000	0.9543	0.0000	1.0000	0.0000	0.4873	0.0000	0.5380	0.0000	0.6603	0.0000	0.6487	0.0000	0.5306	0.0000	0.9555	0.0000	1.0000	0.0000	0.4942	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/encoder_dropout	1.0000	0.8744	0.0000	0.9572	0.0000	0.5828	0.0000	0.4321	0.0000	0.6650	0.0000	0.6499	0.0000	0.4634	0.0000	0.9572	0.0000	0.5004	0.0000	0.4963	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/imu_bias	1.0000	0.5029	0.0000	0.5521	0.0000	0.5521	0.0000	0.4721	0.0000	0.5059	0.0000	0.5078	0.0000	0.4701	0.0000	0.5022	0.0000	0.4999	0.0000	0.4999	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/insole_missing	1.0000	0.8696	0.0000	0.8656	0.0000	0.4886	0.0000	0.4735	0.0000	0.8656	0.0000	0.8459	0.0000	0.4086	0.0000	0.8085	0.0000	0.5004	0.0000	0.3803	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/packet_loss	1.0000	0.8004	0.0000	0.9651	0.0000	0.4994	0.0000	0.5002	0.0000	0.5006	0.0000	0.5072	0.0000	0.4954	0.0000	0.9651	0.0000	0.4571	0.0000	0.5007	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/packet_loss_burst	1.0000	0.7593	0.0000	0.9245	0.0000	0.4989	0.0000	0.4993	0.0000	0.4998	0.0000	0.5079	0.0000	0.4846	0.0000	0.9245	0.0000	0.0451	0.0000	0.5010	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/packet_loss_partial	1.0000	0.8138	0.0000	1.0000	0.0000	0.4991	0.0000	0.5006	0.0000	0.5009	0.0000	0.5071	0.0000	0.4988	0.0000	0.9656	0.0000	1.0000	0.0000	0.5008	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/sensor_delay	1.0000	0.7612	0.0000	0.9890	0.0000	0.4911	0.0000	0.5072	0.0000	0.5327	0.0000	0.5280	0.0000	0.5252	0.0000	0.4981	0.0000	0.9890	0.0000	0.5084	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/sensor_delay_jitter	1.0000	0.7517	0.0000	0.9543	0.0000	0.4941	0.0000	0.5069	0.0000	0.5404	0.0000	0.5372	0.0000	0.5206	0.0000	0.4977	0.0000	0.9543	0.0000	0.5070	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/test_ood/stuck_imu	1.0000	0.8267	0.0000	1.0000	0.0000	0.4821	0.0000	0.5118	0.0000	0.4606	0.0000	0.4609	0.0000	0.4998	0.0000	0.9913	0.0000	1.0000	0.0000	0.4997	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/encoder_dropout	1.0000	0.9258	0.0000	0.8896	0.0000	0.5769	0.0000	0.4959	0.0000	0.8896	0.0000	0.8751	0.0000	0.5410	0.0000	0.8813	0.0000	0.5000	0.0000	0.4755	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/imu_bias	1.0000	0.5014	0.0000	0.5319	0.0000	0.5319	0.0000	0.4617	0.0000	0.5046	0.0000	0.5043	0.0000	0.4884	0.0000	0.5008	0.0000	0.4999	0.0000	0.5137	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/insole_missing	1.0000	0.8946	0.0000	0.9361	0.0000	0.5151	0.0000	0.4792	0.0000	0.9361	0.0000	0.9185	0.0000	0.4770	0.0000	0.7403	0.0000	0.5000	0.0000	0.3851	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/packet_loss	1.0000	0.8401	0.0000	0.8800	0.0000	0.4997	0.0000	0.5000	0.0000	0.5005	0.0000	0.5080	0.0000	0.4972	0.0000	0.8800	0.0000	0.4761	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/packet_loss_burst	1.0000	0.7750	0.0000	0.8527	0.0000	0.4988	0.0000	0.5012	0.0000	0.5033	0.0000	0.5148	0.0000	0.4975	0.0000	0.8527	0.0000	0.0781	0.0000	0.5019	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/packet_loss_partial	1.0000	0.8521	0.0000	0.9989	0.0000	0.4997	0.0000	0.5000	0.0000	0.5011	0.0000	0.5077	0.0000	0.4986	0.0000	0.8810	0.0000	0.9989	0.0000	0.4999	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/sensor_delay	1.0000	0.7426	0.0000	0.9374	0.0000	0.4514	0.0000	0.5538	0.0000	0.5898	0.0000	0.5783	0.0000	0.5003	0.0000	0.4990	0.0000	0.9374	0.0000	0.5128	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/sensor_delay_jitter	1.0000	0.7416	0.0000	0.9234	0.0000	0.4523	0.0000	0.5554	0.0000	0.5986	0.0000	0.5871	0.0000	0.5046	0.0000	0.4989	0.0000	0.9234	0.0000	0.5135	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/train/stuck_imu	1.0000	0.9375	0.0000	1.0000	0.0000	0.4793	0.0000	0.5427	0.0000	0.6531	0.0000	0.6412	0.0000	0.5133	0.0000	0.9269	0.0000	1.0000	0.0000	0.4907	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/encoder_dropout	1.0000	0.8911	0.0000	0.9213	0.0000	0.5946	0.0000	0.5209	0.0000	0.8339	0.0000	0.8194	0.0000	0.5520	0.0000	0.9213	0.0000	0.4999	0.0000	0.4896	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/imu_bias	1.0000	0.5011	0.0000	0.5353	0.0000	0.5353	0.0000	0.4603	0.0000	0.5047	0.0000	0.5044	0.0000	0.4861	0.0000	0.5012	0.0000	0.5000	0.0000	0.5111	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/insole_missing	1.0000	0.8870	0.0000	0.9172	0.0000	0.5694	0.0000	0.4269	0.0000	0.9172	0.0000	0.9012	0.0000	0.4564	0.0000	0.8415	0.0000	0.4999	0.0000	0.3476	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/packet_loss	1.0000	0.8058	0.0000	0.9268	0.0000	0.4993	0.0000	0.5002	0.0000	0.5006	0.0000	0.5092	0.0000	0.4891	0.0000	0.9268	0.0000	0.4727	0.0000	0.5005	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/packet_loss_burst	1.0000	0.6799	0.0000	0.9025	0.0000	0.4984	0.0000	0.5015	0.0000	0.5037	0.0000	0.5164	0.0000	0.5038	0.0000	0.9025	0.0000	0.0839	0.0000	0.5024	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/packet_loss_partial	1.0000	0.8753	0.0000	0.9997	0.0000	0.4994	0.0000	0.5002	0.0000	0.5016	0.0000	0.5088	0.0000	0.4977	0.0000	0.9275	0.0000	0.9997	0.0000	0.5007	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/sensor_delay	1.0000	0.8273	0.0000	0.9529	0.0000	0.4617	0.0000	0.5510	0.0000	0.5848	0.0000	0.5746	0.0000	0.5101	0.0000	0.5008	0.0000	0.9529	0.0000	0.5123	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/sensor_delay_jitter	1.0000	0.8225	0.0000	0.9444	0.0000	0.4612	0.0000	0.5506	0.0000	0.5937	0.0000	0.5832	0.0000	0.5055	0.0000	0.5009	0.0000	0.9444	0.0000	0.5111	0.0000
action	prob_aug_recon_fc	human_execution	fault_detection/val/stuck_imu	1.0000	0.9287	0.0000	1.0000	0.0000	0.4881	0.0000	0.5450	0.0000	0.6506	0.0000	0.6393	0.0000	0.5162	0.0000	0.9499	0.0000	1.0000	0.0000	0.4903	0.0000
action	prob_aug_recon_fc	human_execution	ood_detection/clean	1.0000	0.7327	0.0000	0.7368	0.0000	0.6691	0.0000	0.7220	0.0000	0.7284	0.0000	0.7218	0.0000	0.7368	0.0000	0.5651	0.0000	0.5623	0.0000	0.6826	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/encoder_dropout	1.0000	0.9410	0.0000	0.9348	0.0000	0.6665	0.0000	0.4487	0.0000	0.8651	0.0000	0.8503	0.0000	0.5384	0.0000	0.9348	0.0000	0.5000	0.0000	0.4964	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/imu_bias	1.0000	0.5057	0.0000	0.5338	0.0000	0.5338	0.0000	0.4670	0.0000	0.5077	0.0000	0.5069	0.0000	0.4843	0.0000	0.5023	0.0000	0.5001	0.0000	0.5115	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/insole_missing	1.0000	0.9309	0.0000	0.9616	0.0000	0.5182	0.0000	0.4489	0.0000	0.9616	0.0000	0.9476	0.0000	0.4331	0.0000	0.8262	0.0000	0.5000	0.0000	0.3663	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/packet_loss	1.0000	0.8939	0.0000	0.9410	0.0000	0.5000	0.0000	0.4999	0.0000	0.5003	0.0000	0.5088	0.0000	0.4955	0.0000	0.9410	0.0000	0.4868	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/packet_loss_burst	1.0000	0.7589	0.0000	0.9238	0.0000	0.4980	0.0000	0.5002	0.0000	0.5021	0.0000	0.5149	0.0000	0.4954	0.0000	0.9238	0.0000	0.0667	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/packet_loss_partial	1.0000	0.9143	0.0000	1.0000	0.0000	0.4996	0.0000	0.4999	0.0000	0.5017	0.0000	0.5090	0.0000	0.5020	0.0000	0.9418	0.0000	1.0000	0.0000	0.4998	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/sensor_delay	1.0000	0.8723	0.0000	0.9530	0.0000	0.4595	0.0000	0.5441	0.0000	0.5963	0.0000	0.5845	0.0000	0.5055	0.0000	0.4975	0.0000	0.9530	0.0000	0.5076	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/sensor_delay_jitter	1.0000	0.8559	0.0000	0.9357	0.0000	0.4601	0.0000	0.5460	0.0000	0.6074	0.0000	0.5957	0.0000	0.5099	0.0000	0.4971	0.0000	0.9357	0.0000	0.5076	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_id/stuck_imu	1.0000	0.9519	0.0000	1.0000	0.0000	0.4882	0.0000	0.5237	0.0000	0.6609	0.0000	0.6477	0.0000	0.5116	0.0000	0.9514	0.0000	1.0000	0.0000	0.4947	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/encoder_dropout	1.0000	0.8749	0.0000	0.9473	0.0000	0.6586	0.0000	0.4173	0.0000	0.6573	0.0000	0.6411	0.0000	0.4445	0.0000	0.9473	0.0000	0.5006	0.0000	0.4963	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/imu_bias	1.0000	0.5038	0.0000	0.5433	0.0000	0.5433	0.0000	0.4743	0.0000	0.5061	0.0000	0.5063	0.0000	0.4886	0.0000	0.5022	0.0000	0.5001	0.0000	0.4999	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/insole_missing	1.0000	0.8868	0.0000	0.8741	0.0000	0.5485	0.0000	0.3949	0.0000	0.8741	0.0000	0.8526	0.0000	0.3786	0.0000	0.7960	0.0000	0.5006	0.0000	0.3903	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/packet_loss	1.0000	0.7994	0.0000	0.9710	0.0000	0.4998	0.0000	0.5000	0.0000	0.4996	0.0000	0.5075	0.0000	0.4784	0.0000	0.9710	0.0000	0.4559	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/packet_loss_burst	1.0000	0.7606	0.0000	0.9293	0.0000	0.5003	0.0000	0.4989	0.0000	0.5002	0.0000	0.5095	0.0000	0.4924	0.0000	0.9293	0.0000	0.0448	0.0000	0.5016	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/packet_loss_partial	1.0000	0.8081	0.0000	1.0000	0.0000	0.5001	0.0000	0.4999	0.0000	0.5009	0.0000	0.5076	0.0000	0.4875	0.0000	0.9705	0.0000	1.0000	0.0000	0.5009	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/sensor_delay	1.0000	0.7432	0.0000	0.9890	0.0000	0.4867	0.0000	0.5066	0.0000	0.5428	0.0000	0.5350	0.0000	0.5149	0.0000	0.4982	0.0000	0.9890	0.0000	0.5088	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/sensor_delay_jitter	1.0000	0.7387	0.0000	0.9683	0.0000	0.4903	0.0000	0.5080	0.0000	0.5479	0.0000	0.5396	0.0000	0.5138	0.0000	0.4976	0.0000	0.9683	0.0000	0.5083	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/test_ood/stuck_imu	1.0000	0.8208	0.0000	1.0000	0.0000	0.4846	0.0000	0.5033	0.0000	0.4512	0.0000	0.4527	0.0000	0.5152	0.0000	0.9895	0.0000	1.0000	0.0000	0.4994	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/encoder_dropout	1.0000	0.9219	0.0000	0.8913	0.0000	0.6202	0.0000	0.4621	0.0000	0.8913	0.0000	0.8773	0.0000	0.5447	0.0000	0.8632	0.0000	0.5000	0.0000	0.4747	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/imu_bias	1.0000	0.5022	0.0000	0.5291	0.0000	0.5291	0.0000	0.4684	0.0000	0.5051	0.0000	0.5048	0.0000	0.4873	0.0000	0.5006	0.0000	0.5000	0.0000	0.5139	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/insole_missing	1.0000	0.8724	0.0000	0.9227	0.0000	0.5072	0.0000	0.4367	0.0000	0.9227	0.0000	0.9021	0.0000	0.4277	0.0000	0.7268	0.0000	0.5000	0.0000	0.3876	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/packet_loss	1.0000	0.8374	0.0000	0.8776	0.0000	0.4998	0.0000	0.4999	0.0000	0.5006	0.0000	0.5082	0.0000	0.4973	0.0000	0.8776	0.0000	0.4760	0.0000	0.5001	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/packet_loss_burst	1.0000	0.7758	0.0000	0.8507	0.0000	0.4991	0.0000	0.5006	0.0000	0.5032	0.0000	0.5150	0.0000	0.4990	0.0000	0.8507	0.0000	0.0781	0.0000	0.5019	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/packet_loss_partial	1.0000	0.8461	0.0000	0.9988	0.0000	0.4997	0.0000	0.5000	0.0000	0.5011	0.0000	0.5079	0.0000	0.4980	0.0000	0.8785	0.0000	0.9988	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/sensor_delay	1.0000	0.7404	0.0000	0.9374	0.0000	0.4500	0.0000	0.5528	0.0000	0.5938	0.0000	0.5819	0.0000	0.4961	0.0000	0.4991	0.0000	0.9374	0.0000	0.5127	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/sensor_delay_jitter	1.0000	0.7390	0.0000	0.9224	0.0000	0.4500	0.0000	0.5556	0.0000	0.6020	0.0000	0.5901	0.0000	0.5018	0.0000	0.4990	0.0000	0.9224	0.0000	0.5141	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/train/stuck_imu	1.0000	0.9280	0.0000	1.0000	0.0000	0.4762	0.0000	0.5324	0.0000	0.6537	0.0000	0.6411	0.0000	0.5106	0.0000	0.9116	0.0000	1.0000	0.0000	0.4907	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/encoder_dropout	1.0000	0.8857	0.0000	0.9157	0.0000	0.6351	0.0000	0.4846	0.0000	0.8334	0.0000	0.8206	0.0000	0.5623	0.0000	0.9157	0.0000	0.5000	0.0000	0.4902	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/imu_bias	1.0000	0.5028	0.0000	0.5360	0.0000	0.5360	0.0000	0.4666	0.0000	0.5048	0.0000	0.5048	0.0000	0.4885	0.0000	0.5011	0.0000	0.4999	0.0000	0.5113	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/insole_missing	1.0000	0.8733	0.0000	0.9175	0.0000	0.5557	0.0000	0.4139	0.0000	0.9175	0.0000	0.9002	0.0000	0.4228	0.0000	0.8327	0.0000	0.5000	0.0000	0.3558	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/packet_loss	1.0000	0.8261	0.0000	0.9290	0.0000	0.4998	0.0000	0.5001	0.0000	0.5010	0.0000	0.5098	0.0000	0.4983	0.0000	0.9290	0.0000	0.4783	0.0000	0.5007	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/packet_loss_burst	1.0000	0.6977	0.0000	0.9062	0.0000	0.4988	0.0000	0.5005	0.0000	0.5028	0.0000	0.5167	0.0000	0.4984	0.0000	0.9062	0.0000	0.0832	0.0000	0.5025	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/packet_loss_partial	1.0000	0.8781	0.0000	0.9996	0.0000	0.4995	0.0000	0.5000	0.0000	0.5009	0.0000	0.5093	0.0000	0.5006	0.0000	0.9308	0.0000	0.9996	0.0000	0.5007	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/sensor_delay	1.0000	0.8291	0.0000	0.9529	0.0000	0.4589	0.0000	0.5466	0.0000	0.5904	0.0000	0.5803	0.0000	0.5073	0.0000	0.5006	0.0000	0.9529	0.0000	0.5120	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/sensor_delay_jitter	1.0000	0.8213	0.0000	0.9418	0.0000	0.4589	0.0000	0.5467	0.0000	0.5986	0.0000	0.5885	0.0000	0.5060	0.0000	0.5008	0.0000	0.9418	0.0000	0.5131	0.0000
action	prob_aug_recon_fc	human_interaction	fault_detection/val/stuck_imu	1.0000	0.9278	0.0000	1.0000	0.0000	0.4876	0.0000	0.5302	0.0000	0.6581	0.0000	0.6451	0.0000	0.5122	0.0000	0.9469	0.0000	1.0000	0.0000	0.4908	0.0000
action	prob_aug_recon_fc	human_interaction	ood_detection/clean	1.0000	0.7376	0.0000	0.7854	0.0000	0.5950	0.0000	0.6996	0.0000	0.7854	0.0000	0.7737	0.0000	0.7581	0.0000	0.5662	0.0000	0.5623	0.0000	0.6853	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/encoder_dropout	1.0000	0.9508	0.0000	0.9436	0.0000	0.6365	0.0000	0.4909	0.0000	0.8714	0.0000	0.8572	0.0000	0.5584	0.0000	0.9436	0.0000	0.4999	0.0000	0.4967	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/imu_bias	1.0000	0.5031	0.0000	0.5313	0.0000	0.5313	0.0000	0.4608	0.0000	0.5089	0.0000	0.5085	0.0000	0.4783	0.0000	0.5021	0.0000	0.5002	0.0000	0.5100	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/insole_missing	1.0000	0.9128	0.0000	0.9418	0.0000	0.4811	0.0000	0.4912	0.0000	0.9418	0.0000	0.9264	0.0000	0.4459	0.0000	0.8522	0.0000	0.4999	0.0000	0.3729	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/packet_loss	1.0000	0.8844	0.0000	0.9396	0.0000	0.4995	0.0000	0.5001	0.0000	0.5006	0.0000	0.5080	0.0000	0.4910	0.0000	0.9396	0.0000	0.4820	0.0000	0.4999	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/packet_loss_burst	1.0000	0.7550	0.0000	0.9223	0.0000	0.4981	0.0000	0.5009	0.0000	0.5025	0.0000	0.5143	0.0000	0.4968	0.0000	0.9223	0.0000	0.0662	0.0000	0.5002	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/packet_loss_partial	1.0000	0.9194	0.0000	1.0000	0.0000	0.4993	0.0000	0.4999	0.0000	0.5012	0.0000	0.5078	0.0000	0.5022	0.0000	0.9412	0.0000	1.0000	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/sensor_delay	1.0000	0.8774	0.0000	0.9531	0.0000	0.4602	0.0000	0.5438	0.0000	0.5910	0.0000	0.5805	0.0000	0.5026	0.0000	0.4969	0.0000	0.9531	0.0000	0.5069	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/sensor_delay_jitter	1.0000	0.8633	0.0000	0.9366	0.0000	0.4612	0.0000	0.5449	0.0000	0.6043	0.0000	0.5935	0.0000	0.5048	0.0000	0.4970	0.0000	0.9366	0.0000	0.5094	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_id/stuck_imu	1.0000	0.9608	0.0000	1.0000	0.0000	0.4877	0.0000	0.5226	0.0000	0.6585	0.0000	0.6467	0.0000	0.5166	0.0000	0.9623	0.0000	1.0000	0.0000	0.4954	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/encoder_dropout	1.0000	0.9001	0.0000	0.9758	0.0000	0.6026	0.0000	0.4576	0.0000	0.6580	0.0000	0.6477	0.0000	0.4388	0.0000	0.9758	0.0000	0.5006	0.0000	0.4971	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/imu_bias	1.0000	0.5057	0.0000	0.5526	0.0000	0.5526	0.0000	0.4611	0.0000	0.5061	0.0000	0.5076	0.0000	0.4640	0.0000	0.5019	0.0000	0.5005	0.0000	0.5002	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/insole_missing	1.0000	0.8496	0.0000	0.8340	0.0000	0.4468	0.0000	0.4199	0.0000	0.8285	0.0000	0.8028	0.0000	0.3898	0.0000	0.8340	0.0000	0.5006	0.0000	0.4013	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/packet_loss	1.0000	0.8153	0.0000	0.9685	0.0000	0.4994	0.0000	0.5000	0.0000	0.5004	0.0000	0.5081	0.0000	0.4993	0.0000	0.9685	0.0000	0.4568	0.0000	0.5008	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/packet_loss_burst	1.0000	0.7716	0.0000	0.9289	0.0000	0.4994	0.0000	0.5002	0.0000	0.5012	0.0000	0.5101	0.0000	0.5056	0.0000	0.9289	0.0000	0.0450	0.0000	0.5018	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/packet_loss_partial	1.0000	0.8272	0.0000	1.0000	0.0000	0.4995	0.0000	0.5001	0.0000	0.5012	0.0000	0.5071	0.0000	0.4804	0.0000	0.9692	0.0000	1.0000	0.0000	0.5000	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/sensor_delay	1.0000	0.7683	0.0000	0.9890	0.0000	0.4889	0.0000	0.5022	0.0000	0.5335	0.0000	0.5298	0.0000	0.4960	0.0000	0.4979	0.0000	0.9890	0.0000	0.5090	0.0000
action	prob_aug_recon_fc	human_measured	fault_detection/test_ood/sensor_delay_jitter	1.0000	0.7576	0.0000	0.9543	0.0000	0.4928	0.0000	0.5016	0.0000	0.5417	0.0000	0.5373	0.0000	0.5010	0.0000	0.4980	0.0000	0.9543	0.0000	0.5075	0.0000
